state,city,name,reference
RJ,Duque de Caxias,CT Duque de Caxias III,Bosque do Ipê; Cachoeira; Chácaras Orofino; Cidade Nova Campinas; Cidade Parque Paulista; Farmacêuticos; Fazenda Mato Grosso; Fazenda São Paulo; Granjas Duque de Caxias; Guga; Imbariê; Jardim Anhangá; Jardim Barro Branco; Jardim Bosque do Ipê; Jardim do Sol; Jardim Dona Mariana; Jardim Esperança; Jardim Grande Rio; Jardim Imbariê; Jardim Korland; Jardim Minas Gerais; Jardim Nossa Senhora das Dores; Jardim Nossa Senhora de Lourdes; Jardim Nova Campinas; Jardim Olimpo; Jardim Residencial 22 de Abril; Jardim Rotsen; Jardim Rotsen I; Jardim Rotsen II; Jardim Santa Barbara; Jardim Santa Rosa; Jardim Sossego; Jardim Vale do Sol; Núcleo Colonial Duque de Caxias; Parada Angélica; Parada Morabi; Parque Cristóvão Colombo; Parque Eldorado; Parque Equitativa; Parque Estrela; Parque Leblom; Parque Paulista; Parque Santo Antonio; Parque Santo Mendes; Santa Cruz da Serra (depois da ponte); Santa Lúcia; Sapolândia; Sítio Saul; Taquara; Vila Aracy; Vila Bernadete; Vila Capixaba; Vila Carimbó; Vila Claude; Vila Cocotá; Vila Cristina; Vila Cyntia; Vila Elena; Vila Elizabete; Vila Ema; Vila Ernestina; Vila Esperaça; Vila Guarani; Vila Ipiranga; Vila Marília; Vila Residencial Imbariê; Vila Santa Cruz; Vila Santa Cruz I; Vila Santa Cruz II; Vila Santa Cruz III; Vila Santa Mônica; Vila Santa Teresa; Vila Santo Antônio; Vila São Felix
RJ,Duque de Caxias,CT Duque de Caxias IV,Alto da Serra; Amapá; Bairro das Onças; Bairro Xerém; Beira Serra; Chácaras Lamarão; Chácaras Rio-Petrópolis IV; Chácaras Rio-Petrópolis V; Condado Verde; Distrito Industrial :Codim; Jardim Agrária; Jardim Ana Maria; Jardim Belo Horizonte; Jardim Central Amapá; Jardim Mantiqueira; Jardim Maracanã; Jardim Mariana; Jardim Mira Serra; Jardim Nossa Senhora da Penha; Jardim Olimpo; Jardim Portela; Jardim Santa Helena; Jardim São Borges; Lamarão; Loteamento São Cristóvão; Mantiqueira; Núcleo Colonial São Bento; Parque Barão do Amapá; Parque Capivari; Parque Celso Goulart; Parque Eldorado; Parque Iporã; Parque Xerém; Santo Antônio; Sítio Para Folha; Sítio São Luiz; Vila Beira Serra; Vila Bonança; Vila Canaã; Vila Florestal Ville; Vila Nossa Senhora das Graças; Vila Nossa Senhora de Fátima; Vila Regional; Vila Santa Alice; Vila São Roque; Vila Serrana; Vila Verde
RJ,Duque de Caxias,CT Duque de Caxias V,Chacrinha; Copacabana; Dr. Laureano; Itatiaia; Jacatirão; Jardim 25 de Agosto; Jardim Beira Mar; Jardim Gramacho; Jardim Panamá; Morro da Carolina; Parque das Missões; Parque Duque; Parque Felicidade; Parque Redentor; Paulicéia; Quatorze de Julho; Santa Teresa; Santa Lúcia; Santa Marta; Vila Guanabara; Vila Guayra; Vila Itamarati; Vila Operária; Vila São Luiz; Vila São sebastião; Vila Sarapuí; Vinte e Um de abril
RJ,Duque de Caxias,CT Duque de Caxias VI,Bairro das Graças; Boa Esperança; Cidade dos Meninos; Coroliano; Divino; Fazenda Santo Antônio; Jardim Colina; Jardim das Flores; Jardim das Oliveira; Jardim Fim de Semana; Jardim Gil; Jardim Glória; Jardim Miracema; Jardim Nossa Senhora de Fátima; Jardim Porangaba; Jardim Quintela; Jardim Santo Antônio; Jardim São José; Jardim São Lourenço; Jardim Vale dos Reis; Jardim Vila Nova; Jardim Vista Alegre; Jurema; Nossa Senhora do Carmo; Nossa Senhora do Pilar; Núcleo Colonial São Bento; Pantanal; Parque Alvarada; Parque Amaral Peixoto; Parque Boa Esperança; Parque Boa Esperança; Parque Comercial; Parque da Conquista; Parque do Carmo; Parque Dois de Fevereiro; Parque Floresta; Parque Fluminense; Parque Fluminense I; Parque Fluminense II; Parque Fluminense III; Parque Honorina; Parque Muísa; Parque Nelson Chamma; Parque Nossa Senhora do Carmo; Parque Nova Califórnia; Parque Nova Esperança; Parque Panorama; Parque Samirópolis; Parque São Carlos; Parque São João; Parque São Pedro; Parque Vitória; Santa Cecília; Santa Izabel; Santa Rita; Santa Terezinha; São Bento; São Miguel; Silva Cardoso; Vila Alzira; Vila Rosangela; Vila Rosário; Vila Santo Antônio; Vila São Bento; Vila São João; Vila São José; Vila São Pedro; Vila Solange; Vila Sossego; Vila Tereza
MG,Durandé,CT Durandé,
BA,Dutra,CT Dutra,
SP,Echaporã,CT Echaporã,
ES,Ecoporanga,CT Ecoporanga,
GO,Edealina,CT Edealina,
GO,Edéia,CT Edéia,
AM,Eirunepé,CT Eirunepé,
MS,Eldorado,CT Eldorado,
SP,Eldorado,CT Eldorado ,
RS,Eldorado do Sul,CT Eldorado do Sul ,
PA,Eldorado dos Carajás,CT Eldorado dos Carajás,
PI,Elesbão Veloso,CT Elesbão Veloso,
SP,Elias Fausto,CT Elias Fausto,
PI,Eliseu Martins,CT Eliseu Martins,
SP,Elisiário,CT Elisiário,
BA,Elísio Medrado,CT Elísio Medrado,
MG,Elói Mendes,CT Elói Mendes,
PB,Emas,CT Emas ,
SP,Embaúba,CT Embaúba,
SP,Embu das Artes,CT Embu das Artes I,"Água Espraiada 	Jd.Cultura Física 	Jd.Santa Rita I
Água Morna 	Jd.das Colinas 	Jd.Santa Tereza
Bairro do Gramado 	Jd.Das Oliveiras 	Jd.Santo Antonio
Cano Branco 	Jd.de Lourdes 	Jd.São Cristovão
Capim Guaçu 	Jd.Eliza 	Jd.São Luiz
Centro 	Jd.Embuema 	Jd.Silvia
Cercado Grande 	Jd.Estela 	Jd.Tomé
Chácara Marajoara 	Jd.Ferreira 	Jd.Uirapuru
Chácara Pinheirinho 	Jd.Flórida 	Jd.Vista Alegre
Chácara Vale da Boa Vida 	Jd.Isis Cristina 	Jd.Ypês
Chácaras Aurora 	Jd.Itatiaia 	Pq. Dos Caetes
Chácaras Bartira 	Jd.Mabília 	Pq. Esplanada
Chácaras Bosque do Embu 	Jd.Magali 	Pq. Industrial Ramos de Freitas
Chácaras Embu Colonial 	Jd.Maranhão 	Pq. Jane
Chácaras Lydia 	Jd.Maria Auxiliadora 	Pq. Luiza
Cond. Meu Recanto 	Jd.Mascarenhas 	Pq. Pirajuçara
Conjunto Residencial 	Jd.Mimás 	Ressaca
Desmenbramento Aroaldo Azevedo 	Jd.Nayara 	Vila Alice
Engenho Velho 	Jd.Nossa Senhora de Fátima 	Vila Carmen
Esplanada do Embu 	Jd.Novo Embu 	Vila Marajoara
Estância Embuema 	Jd.Pindorama 	Vila Mei
Estância Panorama 	Jd.Pinheirinho 	Vila Oliveira
Fazenda Atalaia 	Jd.Pinheiros 	Vila Perequê
Itatuba 	Jd.Quinhaú 	Vila Real Moinho Velho
Jd.Arabutan 	Jd.Recanto da Fonte 	Vila Salin
Jd.Bonfim 	Jd.Sadie 	Vila Santa Maria
Jd.Capuava 	Jd.Santa Barbara 	Vila Simone
Jd.Chácara Aurora 	Jd.Santa Clara 	Votorantim
Jd.Chácara Maria Alice 	Jd.Santa Luzia 	 
Jd.Colibri 	Jd.Santa Maria"
SP,Embu das Artes,CT Embu das Artes II,"Chácaras Caxingui 	Jd.Santa Rita II
Jd. Bela Vista 	Jd.Santo Eduardo
Jd. Casa Branca 	Jd.São Francisco
Jd. Da Luz I e II 	Jd.São Marcos
Jd. Do Colégio 	Jd.São Vicente
Jd. Do Sol 	Jd.Taima
Jd. Fabiana 	Jd.Valo Verde
Jd. Irapiranga 	Jd.Vazame
Jd. Liberdade 	Jd.Vitória
Jd. Maciel 	Pq. Das Chácaras
Jd. Santa Rosa 	Sítio Seis Amigos
Jd. Santarém 	Vila Anchieta
Jd. Sérgio 	Vila Carvalho
Jd. Silvana 	Vila Célia Regina
Jd.Ângela 	Vila Maisa
Jd.Batista 	Vila Preciosa
Jd.Dom José 	Vila Regina
Jd.Dos Moraes 	Vila Rose
Jd.Emilio Carlos 	Vila São José
Jd.Ferraz 	Vila Triângulo
Jd.Independência I e II 	 
Jd.Irene 	 
Jd.Julia 	 
Jd.Laila 	 
Jd.Marina 	 
Jd.Nova República 	 
Jd.Novo Campo Limpo 	 
Jd.Presidente Kennedy 	 
Jd.Santa Emilia 	"
SP,Embu-Guaçu,CT Embu-Guaçu,
SP,Emilianópolis,CT Emilianópolis,
RS,Encantado,CT Encantado,
RN,Encanto,CT Encanto,
BA,Encruzilhada,CT Encruzilhada,
RS,Encruzilhada do Sul,CT Encruzilhada do Sul,
PR,Enéas Marques,CT Enéas Marques,
PR,Engenheiro Beltrão,CT Engenheiro Beltrão ,
MG,Engenheiro Caldas,CT Engenheiro Caldas ,
SP,Engenheiro Coelho,CT Engenheiro Coelho,
MG,Engenheiro Navarro,CT Engenheiro Navarro,
RJ,Engenheiro Paulo de Frontin,CT Engenheiro Paulo de Frontin,
RS,Engenho Velho,CT Engenho Velho ,
MG,Entre Folhas,CT Entre Folhas,
SC,Entre Rios,CT Entre Rios,
BA,Entre Rios,CT Entre Rios ,
MG,Entre Rios de Minas,CT Entre Rios de Minas,
PR,Entre Rios do Oeste,CT Entre Rios do Oeste ,
RS,Entre Rios do Sul,CT Entre Rios do Sul,
RS,Entre-Ijuís,CT Entre-Ijuís,
AM,Envira,CT Envira,
AC,Epitaciolândia,CT Epitaciolândia,
RN,Equador,CT Equador,
RS,Erebango,CT Erebango,
RS,Erechim,CT Erechim,
CE,Ereré,CT Ereré ,
BA,Érico Cardoso,CT Érico Cardoso,
SC,Ermo,CT Ermo,
RS,Ernestina,CT Ernestina,
RS,Erval Grande,CT Erval Grande,
RS,Erval Seco,CT Erval Seco,
SC,Erval Velho,CT Erval Velho,
MG,Ervália,CT Ervália,
PE,Escada,CT Escada,
RS,Esmeralda,CT Esmeralda ,
MG,Esmeraldas,CT Esmeraldas - Centro,Centro
MG,Esmeraldas,CT Esmeraldas - Melo Viana,Melo Viana
MG,Espera Feliz,CT Espera Feliz,
PB,Esperança,CT Esperança,
RS,Esperança do Sul,CT Esperança do Sul,
PR,Esperança Nova,CT Esperança Nova,
PI,Esperantina,CT Esperantina,
TO,Esperantina,CT Esperantina ,
MA,Esperantinópolis,CT Esperantinópolis,
PR,Espigão Alto doguaçu,CT Espigão Alto do Iguaçu,
RO,Espigão D'Oeste,CT Espigão D'Oeste,
MG,Espinosa,CT Espinosa,
RN,Espírito Santo,CT Espírito Santo,
MG,Espírito Santo do Dourado,CT Espírito Santo do Dourado,
SP,Espírito Santo do Pinhal,CT Espírito Santo do Pinhal,
SP,Espírito Santo do Turvo,CT Espírito Santo do Turvo,
BA,Esplanada,CT Esplanada ,
RS,Espumoso,CT Espumoso,
RS,Estação,CT Estação ,
SE,Estância,CT Estância 1º Distrito,CT Estância 1º Distrito
SE,Estância,CT Estância 2º Distrito,CT Estância 2º Distrito
SP,Estância Turística debirá,CT Estância Turística de Ibirá ,
SP,Estância Turística de Piraju,CT Estância Turística de Piraju,
RS,Estância Velha,CT Estância Velha,
RS,Esteio,CT Esteio,
MG,Estiva,CT Estiva,
SP,Estiva Gerbi,CT Estiva Gerbi,
MA,Estreito,CT Estreito,
RS,Estrela,CT Estrela,
SP,Estrela d’ Oeste,CT Estrela d’ Oeste,
MG,Estrela Dalva,CT Estrela Dalva,
AL,Estrela de Alagoas,CT Estrela de Alagoas,
MG,Estrela dondaiá,CT Estrela do Indaiá,
GO,Estrela do Norte,CT Estrela do Norte,
SP,Estrela do Norte,CT Estrela do Norte,
MG,Estrela do Sul,CT Estrela do Sul ,
RS,Estrela Velha,CT Estrela Velha,
DF,Estrutural,CT Estrutural,
BA,Euclides da Cunha,CT Euclides da Cunha,
SP,Euclides da Cunha Paulista,CT Euclides da Cunha Paulista,
RS,Eugênio de Castro,CT Eugênio de Castro,
MG,Eugenópolis,CT Eugenópolis,
BA,Eunápolis,CT Eunápolis,
CE,Eusébio,CT Eusébio,
MG,Ewbank da Câmara,CT Ewbank da Câmara,
MG,Extrema,CT Extrema ,
RN,Extremoz,CT Extremoz,
PE,Exu,CT Exu ,
PB,Fagundes,CT Fagundes,
RS,Fagundes Varela,CT Fagundes Varela,
GO,Faina,CT Faina,
MG,Fama,CT Fama,
MG,Faria Lemos,CT Faria Lemos,
CE,Farias Brito,CT Farias Brito ,
PA,Faro,CT Faro,
PR,Farol,CT Farol,
RS,Farroupilha,CT Farroupilha,
SP,Fartura,CT Fartura,
PI,Fartura do Piauí,CT Fartura do Piauí ,
BA,Fátima,CT Fátima,
TO,Fátima,CT Fátima,
MS,Fátima do Sul,CT Fátima do Sul,
PR,Faxinal,CT Faxinal,
RS,Faxinal do Soturno,CT Faxinal do Soturno,
SC,Faxinal dos Guedes,CT Faxinal dos Guedes ,
RS,Faxinalzinho,CT Faxinalzinho,
GO,Fazenda Nova,CT Fazenda Nova,
PR,Fazenda Rio Grande,CT Fazenda Rio Grande,
RS,Fazenda Vilanova,CT Fazenda Vilanova,
AC,Feijó,CT Feijó,
BA,Feira da Mata,CT Feira da Mata,
BA,Feira de Santana,CT Feira de Santana I,"Asa Branca; Alto do Cruzeiro; Baraúnas;
Barroquinha; Barro Vermelho; Calumbi;
Campo do Gado Novo; Campo Limpo;
Caraíbas; Expansão Feira IX; Feira VI;
Feira IX; Gabriela; George Américo;
Jardim Cruzeiro; Maria Quitéria; Morada
das Árvores; Morada do Sol; Nova
Esperança; Novo Horizonte; Pampalona;
Rua Nova; Sobradinho; São José"
BA,Feira de Santana,CT Feira de Santana II,"Aeroporto; Coronel José Pinto;
Conceição; Caseb; Cidade Nova;
Centenário; Jaíba; João Paulo II;
Kalilândia; Lagoa Grande; Matinha;
Mangabeira; Milton Gomes; Parque Ipê;
Parque Violeta; Parque Getúlio Vargas;
Papagaio; Ponto Central; Queimadinha;
Rosário; Santo Antonio dos Prazeres; São
João; Santa Quitéria; SIM; Tiquaruçu"
BA,Feira de Santana,CT Feira de Santana III,"Bem Ti Vi; Bonfim de Feira; Chácara São
Cosme; CIS; Feira X; Ipuaçu; Jaguara;
Jardim Acácia; Jussara; Muchila; Olhos D'
Água; Parque Tamandari; Pedra do
Descanso; São João do Cazumbá I e II;
Três Riachos; Viveiros"
BA,Feira de Santana,CT Feira de Santana IV,"Aviário; Brasília; 35 BI; Capuchinhos;
Eucalipto; Feira VII; Francisco Pinto;
Fraternidade; Humildes; Ildes Ferreira;
Irmâ Dulce; Jomafa; Lagoa Salgada;
Liberdade; Limoeiro; Luciano Barreto;
Mar da Tranquilidade; Oyama
Figueiredo; Panorama; Santa Mônica I e
II; Sergio Carneiro; Serraria Brasil; Sítio
Matias; Subaé; Tomba"
AL,Feira Grande,CT Feira Grande,
PE,Feira Nova,CT Feira Nova,
SE,Feira Nova,CT Feira Nova,
MA,Feira Nova do Maranhão,CT Feira Nova do Maranhão ,
MG,Felício dos Santos,CT Felício dos Santos,
RN,Felipe Guerra,CT Felipe Guerra,
MG,Felisburgo,CT Felisburgo ,
MG,Felixlândia,CT Felixlândia,
RS,Feliz,CT Feliz,
AL,Feliz Deserto,CT Feliz Deserto,
MT,Feliz Natal,CT Feliz Natal,
PR,Fênix,CT Fênix ,
DF,Fercal,CT Fercal,
PR,Fernandes Pinheiro,CT Fernandes Pinheiro,
MG,Fernandes Tourinho,CT Fernandes Tourinho,
PE,Fernando de Noronha,CT Fernando de Noronha,
MA,Fernando Falcão,CT Fernando Falcão,
RN,Fernando Pedroza,CT Fernando Pedroza,
SP,Fernando Prestes,CT Fernando Prestes,
SP,Fernandópolis,CT Fernandópolis,
SP,Fernão,CT Fernão,
SP,Ferraz de Vasconcelos,CT Ferraz de Vasconcelos,
AP,Ferreira Gomes,CT Ferreira Gomes,
PE,Ferreiros,CT Ferreiros,
MG,Ferros,CT Ferros,
MG,Fervedouro,CT Fervedouro,
PR,Figueira,CT Figueira,
MS,Figueirão,CT Figueirão,
TO,Figueirópolis,CT Figueirópolis,
MT,Figueirópolis D'Oeste,CT Figueirópolis D'Oeste,
BA,Filadélfia,CT Filadélfia,
TO,Filadélfia,CT Filadélfia,
BA,Firmino Alves,CT Firmino Alves ,
GO,Firminópolis,CT Firminópolis,
AL,Flexeiras,CT Flexeiras,
PR,Flor da Serra do Sul,CT Flor da Serra do Sul,
SC,Flor do Sertão,CT Flor do Sertão,
SP,Flora Rica,CT Flora Rica,
PR,Floraí,CT Floraí,
RN,Florânia,CT Florânia,
SP,Floreal,CT Floreal,
PE,Flores,CT Flores,
RS,Flores da Cunha,CT Flores da Cunha  ,
GO,Flores de Goiás,CT Flores de Goiás,
PI,Flores do Piauí,CT Flores do Piauí,
PE,Floresta,CT Floresta,
PR,Floresta,CT Floresta,
BA,Floresta Azul,CT Floresta Azul,
PA,Floresta do Araguaia,CT Floresta do Araguaia,
PI,Floresta do Piauí,CT Floresta do Piauí,
MG,Florestal,CT Florestal,
PR,Florestópolis,CT Florestópolis,
PI,Floriano,CT Floriano ,
RS,Floriano Peixoto,CT Floriano Peixoto,
SC,Florianópolis,CT Florianópolis Região Centro,Sto Antônio de Lisboa; Sambaqui; Barra do Sambaqui; Cacupé; Saco Grande; Monte Verde; João Paulo; Saco dos Limões; Caeira Saco dos Limões; Carvoeira; Itacorubi; Morro do Quilombo; Serrinha; Santa Mônica; Trindade; Morro Mariquinha; Morro da cruz; Corrego Grande; Morro da Queimada; José Mendes; Agronômica; Morro do 25; Morro da Penitenciária; Morro do Horácio; Morro do Céu; Monte Serrat; Morro do Mocotó
SC,Florianópolis,CT Florianópolis Região Continente,Abraão; Bom Abrigo; Capoeiras; Coloninha; Coqueiros; Estreito; Itaguaçu; Balneário Estreito; Jardim Atlântico; Sapé; Monte Cristo; Morro da Caixa; Vila Aparecida; Novo Continente; Canto; Pantanal; Centro (Região Plana)
SC,Florianópolis,CT Florianópolis Região Norte,Vargem Pequena; Daniela; Forte; Jurerê (Nasc. e Inter); Canasvieiras; Cachoeira do Bom Jesus; Praia Brava; Ponta das Canas; Vargem Grande; Vargem do Bom Jesus; Ingleses; Santinho; Rio Vermelho
SC,Florianópolis,CT Florianópolis Região Sul ,Costeira do Pirajubaé; Carianos; Rio Tavares; Base Aérea; Tapera; Tapera da Base; CAmpeche; POrto da Lagoa; Canto da Lagoa; Lagoa da Conceição; Canto dos Araçás; Costa da Lagoa; Fortaleza da Barra; Joaquina; Praia Mole; Barra da Lagoa; Campeche; Areias do Campeche; Alto Ribeirão; Ribeirão da Ilha; Freguesia do Ribeirão; Costeira do Ribeirão; Caiacanga; Caeira da Barra do Sul; Naufragados; Sertão do Ribeirão; Morro das Pedras; Lagoa do Peri; Armação; Armação Pantano do Sul; Matadeiro; Lagoinha do Leste; Pantano do SUl; Costa de Dentro; Costa de Cima; Açores; Solidão; Saquinho
PR,Flórida,CT Flórida ,
SP,Flórida Paulista,CT Flórida Paulista,
SP,Florínea,CT Florínea,
AM,Fonte Boa,CT Fonte Boa,
RS,Fontoura Xavier,CT Fontoura Xavier ,
MG,Formiga,CT Formiga ,
RS,Formigueiro,CT Formigueiro,
GO,Formosa,CT Formosa I,
GO,Formosa,CT Formosa II,
MA,Formosa da Serra Negra,CT Formosa da Serra Negra,
PR,Formosa do Oeste,CT Formosa do Oeste,
BA,Formosa do Rio Preto,CT Formosa do Rio Preto,
SC,Formosa do Sul,CT Formosa do Sul,
MG,Formoso,CT Formoso,
GO,Formoso,CT Formoso ,
TO,Formoso do Araguaia,CT Formoso do Araguaia,
RS,Forquetinha,CT Forquetinha,
CE,Forquilha,CT Forquilha,
SC,Forquilhinha,CT Forquilhinha,
CE,Fortaleza,CT Fortaleza I,"Barra do Ceará; Cristo Redentor; Carlito Pamplona; Colônia; Goiabeiras;
Jacarecanga; Moura Brasil; Nossa Senhora das Graças e Pirambu"
CE,Fortaleza,CT Fortaleza II,"Aldeota; Dionísio Torres; Guararapes; Joaquim Távora; Antônio Diogo; Manuel
Dias Branco; Meireles; Mucuripe; Cais do Porto; Papicu; Praia do Futuro I e II;
Praia de Iracema; Centro; São João do Tauape; Lagamar; Pio XII; Cidade 2000;
Vicente Pizon; Cocó e Nossa Senhora de Lourdes"
CE,Fortaleza,CT Fortaleza III,"Antônio Bezerra Henrique; Jorge Jóquei Clube; João XXIII; Amadeu Furtado;
Olavo Oliveira; Padre Andrade; Presidente Kennedy; Autran Nunes; Planalto do
Pici; Parquelândia; Parque Araxá; Bomnsucesso; Quintino Cunha; Dom Lustosa e
Bela Vista"
CE,Fortaleza,CT Fortaleza IV,"Aeroporto; Vila União; Serrinha; Jardim América; Benfica; Pan Americano;
Parreão; Parangaba; Itaoca; Bom Futuro; Montese; José Bonifácio; Fátima; Vila
Peri; Couto Fernandes; Damas; Dendê e Demócrito Rocha"
CE,Fortaleza,CT Fortaleza V,"Aracapé; Tatumundé; Urucutuba; São Bento; Parque São Vicente; Alvoredo; Vila
Manuel Sátiro; Siqueira; Sítio Córrego e Parque Santa Rosa; Bom Jardim; Planalto
Ayrton Senna; Planalto Mondubim; Parque Santana; Conjunto Ceará I e II;
Presidente Vargas; Parque São José Mondubim; Canindezinho Novo; Mondubim
Parque Santa Cecília; Parque Santo Amaro; Conjunto Esperança; Maraponga
jardim Jatobá Jardim Cearense; Conjunto Prefeito José Walter; Granja Portugal
Granja Lisboa e Genibaú"
CE,Fortaleza,CT Fortaleza VI,"Ancuri; Rosalina; Barroso (Jardim Violeta); Sítio São João; Boa vista; Castelão;
São Bento; Conjunto Palmeiras; Santa Fé; Cajazeiras; Santa Filomena;
Esplanada; Castelão; São Cristovão; Jangurussu; Jardim União; Mata Galinha;
Passaré; Parque Dois Irmãos; Parque Santa Maria e Pedras"
CE,Fortaleza,CT Fortaleza VII,"Álvaro Weyne; Monte Castelo; Jardim Iracema; Floresta Jardim Guanabara; Vila
Ellery; Farias Brito; São Gerardo e Vila Velha"
CE,Fortaleza,CT Fortaleza VIII,"Aerolândia; Guajerú; Itamaraty; José de Alencar; Jardim das Oliveiras; Alto da
Balança; Lagoa Redonda; Luciano Cavalcante; Messejana; Curió; Parque
Manibura; Parque Iracema; Paupina; João Bento; Cidade dos Funcionários
Sabiaguaba; Sitio São José; Sapiranga; Cambeba; Tancredo Neves; Santa Rosa;
Pôr do Sol; Cuaçu; Edson Queiroz e Conjunto São Miguel"
MG,Fortaleza de Minas,CT Fortaleza de Minas,
TO,Fortaleza do Tabocão,CT Fortaleza do Tabocão,
MA,Fortaleza dos Nogueiras,CT Fortaleza dos Nogueiras,
RS,Fortaleza dos Valos,CT Fortaleza dos Valos,
CE,Fortim,CT Fortim,
MA,Fortuna,CT Fortuna,
MG,Fortuna de Minas,CT Fortuna de Minas,
PR,Foz do Iguaçu,CT Foz do Iguaçu I - Sul,São Francisco; Porto Meira; Jardim São Paulo; Centro/Vila Yolanda; Campos do Iguaçu; Vila Carimã; Leste; Área Rural/Sul
PR,Foz do Iguaçu,CT Foz do Iguaçu II - Norte,"Três Lagoas; Vila ""C""; Jardim América; Três Bandeiras; Vila ""A""/KLP; Área Rural Norte; Vila Bananal."
PR,Foz do Jordão,CT Foz do Jordão,
SC,Fraiburgo,CT Fraiburgo,
SP,Franca,CT Franca I,Vila Flores
SP,Franca,CT Franca II,Jardim Milena
PI,Francinópolis,CT Francinópolis,
PR,Francisco Alves,CT Francisco Alves,
PI,Francisco Ayres,CT Francisco Ayres,
MG,Francisco Badaró,CT Francisco Badaró,
PR,Francisco Beltrão,CT Francisco Beltrão,
RN,Francisco Dantas,CT Francisco Dantas,
MG,Francisco Dumont,CT Francisco Dumont,
PI,Francisco Macedo,CT Francisco Macedo,
SP,Francisco Morato,CT Francisco Morato I,Centro (regiões de abrangências: CRAS Belém; CRAS Santo Antonio e CRAS Parque 120)
SP,Francisco Morato,CT Francisco Morato II,Jardim Vassouras (regiões de abrangências: CRAS Jardim Vassouras e CRAS Jardim Alegria)
MG,Francisco Sá,CT Francisco Sá,
PI,Francisco Santos,CT Francisco Santos,
MG,Franciscópolis,CT Franciscópolis,
SP,Franco da Rocha,CT Franco da Rocha Leste,Região Leste
SP,Franco da Rocha,CT Franco da Rocha Oeste,Região Oeste
CE,Frecheirinha,CT Frecheirinha,
RS,Frederico Westphalen,CT Frederico Westphalen ,
MG,Frei Gaspar,CT Frei Gaspar,
MG,Freinocêncio,CT Frei Inocêncio,
MG,Frei Lagonegro,CT Frei Lagonegro,
PB,Frei Martinho,CT Frei Martinho ,
PE,Frei Miguelinho,CT Frei Miguelinho,
SE,Frei Paulo,CT Frei Paulo ,
SC,Frei Rogério,CT Frei Rogério,
MG,Fronteira,CT Fronteira,
MG,Fronteira dos Vales,CT Fronteira dos Vales,
PI,Fronteiras,CT Fronteiras,
MG,Fruta de Leite,CT Fruta de Leite,
MG,Frutal,CT Frutal,
RN,Frutuoso Gomes,CT Frutuoso Gomes,
ES,Fundão,CT Fundão,
MG,Funilândia,CT Funilândia,
SP,Gabriel Monteiro,CT Gabriel Monteiro,
PB,Gado Bravo,CT Gado Bravo,
SP,Gália,CT Gália,
MG,Galiléia,CT Galiléia,
RN,Galinhos,CT Galinhos,
SC,Galvão,CT Galvão,
DF,Gama,CT Gama I,CT Gama I
DF,Gama,CT Gama II,CT Gama II
PE,Gameleira,CT Gameleira,
GO,Gameleira de Goiás,CT Gameleira de Goiás,
MG,Gameleiras,CT Gameleiras,
BA,Gandu,CT Gandu,
PE,Garanhuns,CT Garanhuns,
SE,Gararu,CT Gararu,
SP,Garça,CT Garça,
RS,Garibaldi,CT Garibaldi,
SC,Garopaba,CT Garopaba,
PA,Garrafão do Norte,CT Garrafão do Norte,
RS,Garruchos,CT Garruchos,
SC,Garuva,CT Garuva,
SC,Gaspar,CT Gaspar,
SP,Gastão Vidigal,CT Gastão Vidigal,
MT,Gaúcha do Norte,CT Gaúcha do Norte,
